ORDER_ID,SKU_ID
11,177313
11,177313
11,177313
11,177313
11,177313
11,208326
11,208326
11,208326
11,208326
11,208326
11,208326
11,208326
11,208326
12,132791
12,132791
12,132791
12,145919
12,145919
12,145919
12,145919
12,180071
12,180071
12,180071
12,180071
12,180071
12,180071
12,180071
12,180071
12,180071
12,2003
12,2003
12,2003
12,2003
12,2003
12,2003
12,2003
12,2003
12,171176
12,171176
12,171176
12,171176
12,171176
12,126790
12,126790
12,126790
12,126790
12,126790
12,126790
12,126790
12,126790
12,126790
12,213298
12,151350
12,151350
12,151350
12,151350
12,151350
12,151350
12,151350
12,151350
12,88014
12,88014
12,88014
12,88014
12,88014
12,88014
12,88014
12,88014
12,88014
12,88014
12,162389
12,162389
12,162389
12,162389
12,162389
12,162389
12,169860
12,169860
12,169860
12,169860
12,1749
12,1749
12,1749
12,1749
12,1749
12,1749
12,1749
12,1749
12,1749
12,8628
12,8628
12,8628
12,8628
12,8628
12,8628
12,8628
12,8628
12,8628
12,119440
12,119440
12,119440
12,119440
12,119440
12,183617
12,183617
12,183617
12,183617
12,13377
12,13377
12,13377
12,161317
12,161317
12,203400
12,203400
12,203400
12,8667
13,37846
13,37846
13,37846
13,37846
13,37846
13,37846
13,37846
13,92515
13,92515
13,92515
13,92515
13,92515
13,92515
13,92515
13,92515
13,92515
13,92515
13,126524
13,126524
13,126524
13,126524
13,126524
13,91873
13,91873
13,91873
13,91873
13,91873
13,91873
13,91873
13,87192
13,87192
13,87192
13,87192
13,57997
13,57997
13,57997
13,162403
13,136068
13,136068
13,136068
13,136068
14,151471
14,151471
14,154639
14,154639
14,154639
14,154639
14,154639
14,154639
14,154639
14,154639
14,39301
14,39301
14,39301
14,167950
14,167950
14,167950
14,167950
14,167950
14,186118
14,186118
14,186118
14,186118
14,186118
14,186118
14,186118
14,186118
14,186118
14,92040
14,92040
14,92040
14,92040
14,92040
14,92040
14,92040
14,92040
14,92040
14,92040
14,25995
14,25995
14,25995
14,25995
14,25995
14,25995
14,25995
14,207605
14,207605
14,207605
14,207605
14,207605
14,207605
14,207605
14,207605
14,13231
14,117725
14,178678
14,178678
14,178678
14,178678
14,178678
14,178678
14,178678
14,178678
14,178678
14,181407
14,181407
14,181407
14,181407
14,95266
14,95266
14,95266
15,109785
15,109785
15,109785
15,109785
15,119579
15,119579
15,119579
15,119579
15,119579
15,119579
15,119579
15,214723
15,214723
15,214723
15,214723
15,214723
15,214723
15,82957
15,82957
15,10533
15,10533
15,10533
15,10533
15,10533
15,10533
15,200190
15,200190
15,61390
15,61390
15,61390
15,61390
15,61390
15,61390
15,61390
15,61390
15,61390
15,64287
15,64287
15,64287
15,64287
15,64287
15,64287
15,64287
15,64287
15,64287
15,59899
15,59899
15,59899
15,59899
15,59899
15,59899
15,158904
15,158904
15,158904
15,158904
15,158904
15,158904
15,135582
15,35206
15,35206
15,55196
15,55196
15,55196
15,55196
15,55196
15,55196
15,55196
15,55196
15,55196
15,3065
15,3065
15,3065
15,3065
15,3065
15,3065
15,3065
15,180149
15,180149
15,180149
15,180149
15,180149
15,180149
15,180149
15,180149
15,180149
15,180149
15,125159
15,125159
15,125159
15,125159
15,125159
15,125159
15,122029
15,122029
15,122029
15,122029
15,122029
15,122029
15,122029
15,122029
15,122029
15,87590
15,87590
15,87590
16,130631
16,130631
16,130631
16,116152
16,116152
16,116152
16,116152
16,116152
16,116152
16,116152
16,116152
16,116152
16,116152
16,174651
16,174651
16,174651
16,174651
16,174651
16,174651
16,112930
16,112930
16,112930
16,170963
16,170963
16,170963
16,170963
16,170963
16,119077
16,119077
16,119077
16,119077
16,119077
16,119077
16,73884
16,73884
16,113032
16,113032
16,90500
16,90500
16,90500
16,90500
16,90500
16,90500
16,90500
17,129172
17,129172
17,129172
17,129172
17,129172
17,129172
17,129172
17,129172
17,129172
17,129172
17,14405
17,14405
17,14405
17,14405
17,14405
17,14405
17,14405
17,14405
17,14405
17,14405
17,183562
17,183562
17,183562
17,28322
17,28322
17,28322
17,179198
17,153306
17,159054
17,159054
17,159054
17,159054
17,159054
17,7948
17,7948
17,7948
17,7948
17,7948
17,7948
17,7948
17,7948
17,7948
17,7948
17,86601
17,86601
17,86601
17,86601
18,7262
18,7262
18,213143
18,213143
18,213143
18,213143
18,213143
18,213143
18,213143
18,213143
18,213143
18,213143
18,101020
18,101914
18,101914
18,101914
18,101914
18,101914
18,101914
18,5360
18,5360
18,5360
18,5360
18,5360
18,5360
18,5360
18,5360
18,5360
18,5360
18,128797
18,128797
18,128797
18,128797
18,128797
18,128797
18,128797
18,206561
18,206561
18,206561
18,24309
18,24309
18,24309
18,24309
18,24309
18,24309
18,24309
18,51388
18,51388
18,51388
18,51388
18,51388
18,51388
18,51388
18,51388
18,178984
18,178984
18,178984
18,178984
18,40973
18,40973
18,40973
18,40973
18,40973
18,148519
18,148519
18,148519
18,205431
18,205431
18,205431
18,205431
18,205431
18,205431
18,205431
18,205431
18,206647
18,19032
18,19032
19,191294
19,191294
19,191294
19,191294
19,9945
20,87305
20,87305
20,87305
20,87305
20,87305
20,87305
20,87305
20,87305
20,87305
20,80442
20,80442
20,80442
20,80442
20,80442
20,80442
20,80442
20,80442
20,187443
20,187443
20,187443
20,95480
20,95480
20,95480
20,95480
20,95480
20,83290
20,83290
20,83290
20,83290
20,83290
20,83290
20,66885
20,66885
20,66885
20,66885
20,66885
20,66885
20,66885
20,66885
20,66885
20,66885
21,132904
21,132904
21,132904
21,132904
21,132904
21,132904
21,202958
21,202958
21,202958
21,202958
21,52933
21,52933
21,133529
21,133529
21,133529
21,133529
21,133529
21,133529
21,133529
21,133529
21,133529
21,121984
21,121984
21,121984
21,121984
21,121984
21,121984
21,121984
21,197258
21,197258
21,197258
21,197258
21,197258
21,197258
21,116961
21,116961
21,116961
21,116961
21,189550
21,124493
21,124493
21,124493
21,124493
21,190186
21,190186
21,190186
22,174284
22,174284
22,74060
22,74060
22,74060
22,74060
22,74060
22,74060
22,126242
22,126242
22,126242
22,126242
22,126242
22,126242
22,126242
22,126242
22,126242
22,168950
22,49797
22,49797
22,49797
22,49797
22,49797
22,49797
22,49797
22,89748
22,89748
22,89748
22,89748
22,89748
22,89748
22,89748
22,89748
22,89748
22,43623
22,43623
22,43623
22,43623
22,43623
22,43623
22,43623
22,43623
22,43623
22,679
22,679
22,679
22,132722
22,132722
22,132722
22,132722
22,111090
22,111090
22,111090
22,111090
22,111090
22,110902
22,110902
22,110902
22,110902
22,110902
22,4325
22,4325
22,4325
22,4325
22,4325
22,1805
22,1805
22,1805
22,1805
22,1805
22,1805
22,1805
22,1805
22,1805
22,95051
22,95051
22,95051
22,95051
22,126579
22,126579
22,126579
22,126579
22,126579
22,126579
22,126579
22,126579
22,126579
22,126579
22,76267
22,205864
22,79445
22,79445
23,54847
23,54847
23,54847
23,54847
23,54847
23,54847
23,54847
23,54847
23,54847
23,54847
23,88053
23,88053
23,159404
23,159404
23,159404
23,159404
23,159404
23,159404
23,159404
23,159404
23,159404
23,136454
23,136454
23,136454
23,136454
23,97692
23,97692
23,97692
23,97692
23,97692
23,148017
23,148017
23,70738
23,70738
23,70738
23,70738
23,70738
23,70738
23,70738
23,70738
23,70738
23,179043
23,179043
23,179043
23,179043
23,179043
23,179043
23,101481
23,101481
23,82184
23,82184
23,82184
23,82184
23,82184
23,77457
23,77457
23,77457
23,77457
23,77457
23,77457
23,77457
23,77457
23,92438
23,1569
23,1569
23,1569
23,1569
23,1569
23,1569
23,1569
23,214479
23,214479
23,214479
23,214479
23,214479
23,214479
23,214479
23,214479
23,91284
23,91284
23,91284
23,91284
23,91284
23,91284
23,91284
23,91284
23,91284
23,91284
23,207472
23,207472
23,207472
23,102130
23,102130
23,102130
23,102130
23,102130
23,210094
23,210094
23,210094
23,210094
23,210094
23,210094
23,210094
23,210094
23,210094
24,176032
24,176032
24,176032
24,57153
24,57153
24,57153
24,57153
24,57153
24,57153
24,57153
24,57153
24,57153
24,102379
24,1515
24,1515
24,1515
24,1515
24,128058
24,128058
24,128058
24,128058
24,128058
24,128058
24,128058
24,128058
24,99692
24,99692
24,99692
24,99692
24,99692
24,58429
24,182708
24,182708
24,182708
24,182708
24,182708
24,182708
24,182708
24,182708
24,182708
24,182708
25,105770
25,105770
25,105770
25,105770
25,105770
25,64106
25,64106
25,64106
25,64106
25,64106
25,64106
25,64106
25,64106
25,64106
25,64106
25,101229
25,101229
25,101229
25,101229
25,68740
25,68740
25,68740
25,68740
25,68740
25,68740
25,68740
25,68740
25,113377
25,113377
25,113377
25,113377
25,113377
25,139496
25,139496
25,139496
25,139496
25,139496
25,139496
25,139496
25,207861
25,207861
25,207861
25,207861
25,207861
25,207861
25,146376
25,146376
25,146376
25,146376
25,146376
25,146376
25,146376
25,146376
25,28436
25,28436
25,28436
25,28436
25,28436
25,168412
25,168412
25,168412
25,168412
25,143793
25,143793
25,143793
25,143793
25,143793
25,143793
25,143793
25,143793
25,143793
25,143793
26,187240
26,187240
27,76865
27,76865
27,76865
27,76865
27,76865
27,76865
27,76865
27,76865
27,76865
27,76865
27,15845
27,15845
27,15845
27,15845
27,15845
27,146213
27,31938
27,31938
27,31938
27,31938
27,31938
27,160945
27,160945
27,160945
27,160945
27,155090
27,155090
27,155090
27,197499
27,88996
27,88996
27,88996
27,88996
27,88996
27,9823
27,9823
27,164254
27,4107
27,4107
27,4107
27,4107
27,4107
27,4107
27,4107
27,4107
27,47741
27,73090
27,73090
27,73090
27,73090
27,73090
27,73090
27,73090
27,73090
27,73090
27,203829
27,203829
27,203829
27,145880
27,145880
27,145880
27,145880
27,145880
27,145880
27,194213
27,48644
27,48644
27,48644
27,158493
27,158493
27,158493
27,158493
27,158493
27,158493
27,158493
27,158493
27,158493
27,208374
27,208374
27,208374
27,208374
27,208374
27,208374
27,176095
27,176095
27,176095
27,176095
28,11723
28,11723
28,11723
28,11723
28,11723
28,11723
28,16427
28,16427
28,16427
28,16427
28,16427
28,16427
28,16427
28,16427
28,32524
28,32524
28,32524
28,32524
28,32524
28,32524
28,32524
28,32524
28,32524
28,32524
28,23676
28,23676
28,23676
28,23676
28,23676
28,23676
28,23676
28,23676
28,23676
28,23676
28,188722
28,188722
28,188722
28,188722
28,188722
28,188722
28,136778
28,136778
28,136778
28,136778
28,136778
28,136778
28,136778
28,136778
28,212322
28,212322
28,212322
28,212322
28,212322
28,212322
28,212322
28,212322
28,212322
28,212322
28,108452
28,108452
28,108452
28,108452
28,183323
28,183323
28,183323
28,183323
28,183323
28,183323
28,183323
28,4795
28,4795
28,4795
28,4795
28,4795
28,4795
28,4795
28,4795
28,4795
28,15486
28,15486
28,15486
28,15486
28,15486
28,15486
28,15486
28,15486
28,140861
28,140861
28,140861
28,140861
28,18160
28,18160
28,18160
28,18160
28,18160
28,96769
28,96769
28,96769
28,96769
28,96769
28,96769
28,96769
28,96769
28,96769
28,120125
28,120125
29,153945
29,153945
29,153945
29,153945
29,153945
29,208846
29,208846
29,208846
29,208846
29,208846
29,208846
29,208846
29,208846
29,208846
29,208846
29,54057
29,54057
29,54057
30,113100
30,113100
30,113100
30,113100
30,113100
30,113100
30,130143
30,130143
30,130143
30,130143
30,130143
30,130143
30,130143
30,130143
30,130143
30,135814
30,135814
30,135814
30,135814
30,135814
30,135814
30,135814
30,76752
30,189324
30,189324
30,189324
30,189324
30,189324
30,189324
30,100968
30,100968
30,100968
30,100968
30,100968
30,100968
30,100968
30,100968
30,100968
30,100968
30,114845
30,121026
30,121026
30,121026
30,121026
30,121026
30,121026
30,95269
30,95269
30,177301
30,177301
30,177301
30,177301
30,177301
30,177301
30,177301
30,177301
30,177301
30,177301
30,16432
30,16432
30,16432
30,16432
30,16432
30,73496
30,73496
30,73496
30,73496
30,73496
30,73496
30,73406
30,73406
30,73406
30,73406
30,73406
30,73406
30,10394
30,10394
30,10394
30,10394
30,10394
30,10394
30,10394
30,10394
30,83313
30,83313
30,83313
30,107778
30,64235
30,64235
30,64235
30,64235
30,64235
30,64235
30,64235
30,64235
30,64235
31,57329
31,57329
31,57329
31,57329
31,57329
31,100245
31,100245
31,100245
31,100245
31,100245
31,100245
31,100245
31,100245
31,200926
31,200926
31,117185
31,117185
31,117185
31,117185
31,117185
31,117185
31,117185
31,123053
31,123053
31,123053
31,123053
31,123053
31,123053
31,123053
31,123053
31,123053
31,3049
31,212173
31,212173
31,212173
31,212173
31,212173
31,212173
31,212173
31,212173
31,212173
31,50404
31,50404
31,50404
31,50404
31,50404
31,50404
31,50404
31,50404
31,50404
31,50404
32,68771
32,68771
32,68771
32,68771
32,68771
32,96707
32,96707
32,187396
32,187396
32,187396
32,187396
32,187396
32,187396
32,187396
32,117396
32,117396
32,117396
32,117396
32,117396
32,117396
32,117396
32,132907
32,132907
32,132907
32,202814
32,147510
32,147510
32,147510
32,147510
32,147510
32,147510
33,209292
33,209292
33,209292
33,141324
33,141324
33,141324
33,141324
33,141324
33,141324
33,141324
33,141324
33,206037
33,206037
33,206037
33,206037
33,149313
33,149313
33,149313
33,149313
33,149313
33,149313
33,167416
33,167416
33,167416
33,134624
33,134624
33,134624
33,134624
33,134624
33,134624
33,134624
33,134624
33,134624
34,207556
34,207556
34,207556
34,207556
34,207556
34,174336
34,174336
34,174336
34,174336
34,174336
34,174336
34,127447
35,183521
35,183521
35,183521
35,183521
35,94245
35,94245
35,94245
35,94245
35,94245
35,94245
35,94245
35,94245
35,94245
35,94245
35,120578
35,120578
35,67340
35,67340
35,67340
35,67340
35,67340
35,26730
35,143770
35,143770
35,143770
35,143770
35,143770
35,143770
35,143770
35,143770
35,188855
36,193175
36,193175
36,193175
36,193175
36,6290
36,6290
36,143087
36,120035
36,120035
36,120035
36,120035
36,120035
36,191705
36,191705
36,191705
36,191705
36,191705
36,191705
36,191705
37,160390
37,12075
37,12075
37,12075
37,12075
37,12075
37,12075
37,12075
37,40514
37,40514
37,40514
37,40514
37,40514
37,40514
37,40514
37,40514
37,40514
37,152145
37,152145
37,152145
37,152145
37,75657
38,151863
38,151863
38,151863
38,151863
38,151863
38,151863
38,151863
38,151863
38,55491
38,55491
39,5074
39,5074
39,5074
39,5074
39,5074
39,5074
39,49220
39,49220
39,49220
39,49220
39,49220
39,49220
39,49220
39,49220
39,89975
39,89975
39,89975
39,89975
39,30965
39,30965
39,30965
39,30965
39,30965
39,30965
39,30965
39,52898
39,52898
39,52898
39,52898
39,52898
39,52898
39,52898
39,52898
39,37210
39,37210
39,37210
39,37210
39,37210
39,37210
39,37210
39,37210
39,208849
39,208849
39,208849
39,208849
39,208849
39,208849
39,208849
39,208849
39,208849
39,208849
39,24022
39,24022
39,83397
39,83397
39,83397
39,83397
39,83397
39,83397
39,83397
39,83397
39,207864
39,207864
39,207864
39,207864
39,207864
39,207864
39,207864
39,202890
39,202890
39,103121
39,103121
39,174877
39,174877
39,174877
39,174877
39,174877
39,174877
39,29790
39,29790
39,29790
39,195895
39,195895
39,195895
39,195895
39,195895
39,195895
39,195895
39,106599
39,106599
39,6657
39,6657
39,6657
39,6657
39,6657
39,6657
40,87050
40,87050
40,87050
40,87050
40,87050
40,87050
40,87050
40,87050
40,4445
40,4445
40,4445
40,4445
40,89955
40,89955
40,89955
40,89955
40,89955
40,89955
40,52259
40,52259
40,52259
40,52259
40,52259
40,52259
40,52259
40,52259
40,52259
40,110017
40,110017
40,110017
40,110017
40,110017
40,110017
40,110017
40,110017
40,110017
40,133759
40,133759
40,133759
40,133759
40,133759
40,883
40,883
40,883
40,883
40,883
40,153429
40,153429
40,153429
40,153429
40,153429
40,153429
40,153429
40,153429
40,153429
40,101772
40,101772
40,181400
40,181400
40,181400
40,181400
40,181400
40,181400
40,148910
40,148910
40,148910
40,148910
40,148910
40,148910
40,76772
40,76772
40,76772
40,64259
40,64259
40,64259
40,64259
40,64259
40,64259
40,64259
40,64259
40,155671
40,47133
40,47133
41,177489
41,177489
41,177489
41,177489
41,177489
41,177489
41,177489
41,177489
41,177489
41,177489
41,65204
41,65204
41,65204
41,65204
41,65204
41,65204
41,65204
41,65204
41,89641
41,89641
41,89641
41,89641
41,93196
41,48807
41,48807
41,160367
41,160367
41,160367
41,160367
41,160367
41,147612
41,147612
41,147612
41,147612
41,166739
41,166739
41,166739
41,166739
41,166739
41,162662
41,162662
41,162662
41,162662
41,162662
41,162662
41,162662
41,162662
41,162662
41,38927
41,38927
41,212629
41,212629
41,212629
41,212629
41,212629
41,212629
41,212629
41,212629
41,27141
41,27141
41,27141
41,27141
41,27141
41,27141
41,135271
41,135271
41,135271
41,135271
41,135271
42,171937
42,171937
42,171937
42,171937
42,171937
42,171937
42,171937
42,171937
42,171937
42,171937
42,17894
42,17894
42,17894
42,17894
42,17894
42,17894
42,17894
42,17894
42,105230
42,105230
42,105230
42,105230
42,78994
42,78994
42,78994
42,124419
42,124419
42,157228
42,157228
42,157228
42,157228
42,30956
42,30956
42,30956
42,30956
42,30956
42,30956
42,30956
42,27595
42,27595
42,27595
42,27595
42,27595
42,27595
42,27595
42,27595
42,12358
42,12358
42,12358
42,54742
42,54742
42,54742
42,54742
42,54742
42,54742
42,54742
42,102411
42,102411
42,102411
43,90777
43,90777
43,90777
43,90777
43,90777
43,90777
43,90777
43,90777
43,204586
43,204586
43,176172
43,176172
43,176172
43,176172
43,176172
43,176172
43,176172
43,129712
43,129712
43,129712
43,129712
43,129712
43,129712
43,189259
43,189259
43,189259
43,189259
43,189259
43,189259
43,164996
43,164996
43,164996
43,164996
43,164996
43,164996
43,164996
43,164996
43,164996
43,164996
43,93624
43,93624
43,67565
43,67565
43,67565
43,67565
43,116598
43,116598
43,116598
43,116598
43,116598
43,116598
43,116598
43,116598
43,116598
43,116598
43,107628
43,107628
43,107628
44,3539
44,3539
44,3539
44,3539
44,3539
44,3539
44,3539
44,3539
44,3539
44,199283
44,199283
44,199283
44,199283
44,199283
44,199283
44,199283
44,199283
44,156729
44,156729
44,156729
44,156729
44,156729
44,156729
44,156729
44,156729
44,156729
44,156729
44,209299
44,209299
44,209299
44,160649
44,160649
44,160649
44,160649
44,160649
44,160649
44,160649
44,160649
44,160649
44,160649
44,103655
44,103655
44,103655
44,103655
44,97729
44,97729
44,97729
44,196175
44,196175
44,196175
44,196175
44,196175
44,196175
44,196175
45,124937
45,124937
46,875
46,875
46,875
46,875
46,875
46,875
46,875
46,875
46,875
46,875
46,114947
46,114947
46,114947
46,114947
46,114947
46,114947
46,114947
46,114947
46,114947
46,114947
46,99274
46,99274
46,99274
46,99274
46,99274
46,99274
46,99274
46,99274
46,99274
46,99274
46,201112
46,201112
46,18458
46,18458
46,18458
46,18458
46,18458
46,18458
46,18458
46,18458
46,18458
46,59227
46,59227
46,59227
46,59227
46,59227
46,59227
46,59227
46,59227
46,172302
46,172302
46,172302
46,172302
46,172302
46,172302
46,172302
46,94911
46,94911
46,94911
46,94911
46,94911
46,94911
46,94911
46,94911
46,94911
46,24196
46,24196
46,24196
46,24196
46,24196
46,24196
46,24196
46,24196
46,28676
46,28676
46,28676
46,35452
46,35452
46,35452
46,35452
46,12895
46,12895
46,12895
46,12895
46,61763
46,61763
46,61763
46,147683
46,147683
46,147683
46,147683
46,147683
46,147683
46,88157
46,88157
46,88157
46,88157
46,88157
46,88157
46,88157
46,88157
46,88157
46,88157
46,113939
46,113939
46,113939
46,113939
46,113939
46,113939
46,113939
46,211604
46,211604
46,211604
46,211604
46,211604
46,211604
46,211604
46,211604
46,200879
46,200879
46,200879
46,200879
46,200879
47,7190
47,7190
47,7190
47,7190
47,30178
47,30178
47,30178
47,30178
47,30178
47,30178
47,30178
47,30178
47,99180
47,99180
47,99180
47,99180
47,99180
47,99180
47,99180
47,185039
47,34711
47,34711
47,34711
47,34711
47,165660
47,165660
47,165660
47,165660
47,165660
47,165660
47,104835
47,104835
47,104835
47,104835
47,104835
47,104835
47,104835
47,104835
47,104835
47,40614
47,40614
47,40614
47,40614
47,40614
47,40614
47,40614
47,40614
47,40614
47,92955
47,92955
47,92955
47,92955
47,113608
47,113608
47,113608
47,113608
47,113608
47,113608
47,113608
47,113608
47,113608
47,113608
47,174306
47,174306
47,174306
47,174306
47,45719
47,45719
47,45719
47,45719
47,45719
47,45719
47,45719
47,45719
47,45719
47,45719
47,76647
47,76647
47,76647
47,76647
47,76647
47,76647
47,76647
47,4176
47,4176
47,4176
47,4176
47,4176
47,4176
47,4176
47,4176
47,118301
47,118301
47,118301
47,118301
47,118301
47,166760
47,166760
47,166760
47,166760
47,166760
47,166760
47,166760
47,166760
47,166760
47,124640
47,124640
47,124640
47,124640
47,124640
47,124640
47,124640
47,57750
47,57750
47,57750
47,76508
47,76508
47,76508
47,76508
47,76508
47,76508
47,76508
47,76508
47,76508
48,97995
48,97995
48,97995
48,97995
48,97995
48,97995
48,97995
48,97995
48,97995
48,97995
48,166247
48,166247
48,166247
48,166247
48,166247
48,166247
48,166247
48,166247
48,199138
48,199138
48,199138
48,199138
48,199138
48,199138
48,199138
48,199138
48,145599
48,145599
48,145599
48,145599
48,145599
48,145599
48,145599
48,145599
48,11758
48,11758
48,11758
48,11758
48,201431
48,109118
48,185025
48,185025
48,185025
48,185025
48,185025
48,185025
48,185025
48,116404
48,116404
48,116404
48,125651
48,125651
48,125651
48,125651
48,125651
48,3387
48,3387
48,3387
48,3387
48,3387
48,3387
48,3387
48,31258
48,31258
48,31258
48,31258
48,31258
48,31258
48,31258
48,31258
